Ticker,IssueDate,AssetClass,Industry,sub-industry,Maturity,AnnounceDate,MtyType,Currency,%Women,%IndependentDirectors,AmtIssued,CouponType,BBGComposite,S&PRating,MoodyRating,Country/Region,CO2perEnergy,CO2perSales,CO2perEmployee
DNBNO,6/19/2018,Corporates,Bank,Banks,6/19/2025,6/12/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,1735515000,FIXED,AAA,AAA,Aaa,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
SWEDA,11/7/2017,Corporates,Bank,Banks,11/7/2022,10/19/2017,AT MATURITY,EUR,33.33330154,83.33329773,579130000,FIXED,A+,A+,Aa3,SWEDEN,216.7913033,0.290714703,0.992040912
ENBW,10/31/2018,Corporates,Financial,Utilities,10/31/2033,10/18/2018,CALLABLE,EUR,#N/A N/A,#N/A N/A,565300000,FIXED,BBB+,A-,Baa1,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
KBCBB,6/27/2018,Corporates,Bank,Banks,6/27/2023,6/5/2018,AT MATURITY,EUR,37.5,18.75,579135000,FIXED,A-,A-,Baa1,BELGIUM,282.0154307,8.557967938,1.665183738
MFCCN,11/21/2017,Corporates,Insurance,Life Insurance,11/21/2029,11/14/2017,CALLABLE,SGD,42.85710144,92.85710144,369269500,VARIABLE,BBB+,A-,#N/A N/A,CANADA,#N/A N/A,#N/A N/A,#N/A N/A
EDPPL,10/12/2018,Corporates,Financial,Utilities,10/13/2025,10/9/2018,AT MATURITY,EUR,23.80949974,52.38100052,693756000,FIXED,BBB-,BBB,Baa3,NETHERLANDS,251.3538242,795.6970503,813.2183908
SHBASS,7/3/2018,Corporates,Bank,Banks,7/3/2023,6/13/2018,AT MATURITY,EUR,60,40,582490000,FIXED,AA,AA-,Aa2,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
LBBW,6/27/2018,Corporates,Financial,Banks,6/27/2023,6/18/2018,AT MATURITY,EUR,4.761909962,38.09519958,579135000,FIXED,NR,#N/A N/A,Aaa,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
TENN,6/5/2018,Corporates,Industrial,Utilities,6/5/2034,5/22/2018,CALLABLE,EUR,60,100,878640000,FIXED,A-,A-,A3,NETHERLANDS,10314.14184,484.9452931,563.9551256
SO,11/16/2016,Corporates,Utility,Utilities,12/15/2021,11/10/2016,CALLABLE,USD,#N/A N/A,#N/A N/A,300000000,FIXED,BBB+,BBB+,Baa1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TOYOTA,11/21/2017,Corporates,Financial,Automobiles Manufacturing,7/21/2021,11/14/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,704562000,FIXED,A+,A+,A1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,11/29/2017,Corporates,Industrial,Utilities,11/29/2027,11/22/2017,AT MATURITY,GBP,#N/A N/A,#N/A N/A,335720000,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
GFCFP,6/30/2017,Corporates,REIT,Real Estate,6/30/2032,6/27/2017,CALLABLE,EUR,45.45449829,63.63639832,570625000,FIXED,A-,A-,A3,FRANCE,#N/A N/A,18.46277652,28.74698792
SPABOL,1/30/2018,Corporates,Bank,Banks,1/30/2025,1/22/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,1240550000,FIXED,NR,#N/A N/A,Aaa,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
SMAKRA,11/2/2018,Corporates,Industrial,Utilities,11/2/2023,10/23/2018,CALLABLE,EUR,#N/A N/A,#N/A N/A,56915500,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
TENN,6/26/2017,Corporates,Industrial,Utilities,6/26/2029,6/12/2017,CALLABLE,EUR,60,100,559380000,FIXED,A-,A-,A3,NETHERLANDS,10314.14184,484.9452931,563.9551256
BRKHEC,2/1/2017,Corporates,Utility,Utilities,5/1/2027,1/23/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,375000000,FIXED,AA-,A+,Aa2,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
AWLN,8/10/2017,Corporates,Financial,Utilities,8/10/2025,7/24/2017,CALLABLE,GBP,#N/A N/A,#N/A N/A,324440000,FIXED,A-,A-,A3,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
STENAM,6/1/2018,Corporates,Industrial,Waste & Environment Services & Equipment,6/1/2023,5/23/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,90602400,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
RATPFP,6/29/2017,Governments,Financial,Travel & Lodging,5/25/2027,6/22/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,571490000,FIXED,AA,#N/A N/A,Aa2,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
COVFP,5/20/2016,Corporates,REIT,Real Estate,5/20/2026,5/9/2016,CALLABLE,EUR,40,60,560645000,FIXED,NR,BBB+,#N/A N/A,FRANCE,102.3294674,38.9426984,37.07843225
MUFG,10/9/2018,Corporates,Bank,Diversified Banks,10/9/2023,9/18/2018,AT MATURITY,EUR,18.75,56.25,574015000,FIXED,A-,A-,A1,JAPAN,453.3636545,0.029551542,1.401818575
SO,3/8/2016,Corporates,Utility,Utilities,4/1/2026,3/2/2016,CALLABLE,USD,#N/A N/A,#N/A N/A,325000000,FIXED,BBB+,A-,Baa1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
MEXCAT,9/20/2017,Corporates,Industrial,Transportation & Logistics,7/31/2047,9/13/2017,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,3000000000,FIXED,BBB-,BBB,Baa3,MEXICO,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
NEWWOR,12/5/2018,Corporates,Industrial,Real Estate,12/5/2023,11/21/2018,AT MATURITY,USD,25,37.5,310000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CAYMAN ISLANDS,360.9750595,9.986798546,22.55689995
SUZANO,7/14/2016,Corporates,Industrial,Forest & Paper Products Manufacturing,7/14/2026,7/7/2016,AT MATURITY,USD,22.22220039,66.66670227,700000000,FIXED,BBB-,BBB-,#N/A N/A,AUSTRIA,#N/A N/A,#N/A N/A,#N/A N/A
LGPHIL,11/15/2018,Corporates,Industrial,Hardware,11/15/2021,11/7/2018,AT MATURITY,USD,0,57.14289856,300000000,FIXED,NR,AA,#N/A N/A,SOUTH KOREA,#N/A N/A,#N/A N/A,#N/A N/A
SOCGEN,10/5/2016,Corporates,Bank,Diversified Banks,10/5/2021,9/28/2016,AT MATURITY,EUR,42.85710144,78.5714035,560295000,FIXED,A,A,A1,FRANCE,237.1123453,3.887276725,1.049425562
KPERM,5/3/2017,Corporates,Muni_Rev,Managed Care,5/1/2027,4/25/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,575000000,FIXED,AA-,AA-,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
AGR,11/21/2017,Corporates,Utility,Utilities,12/1/2024,11/16/2017,CALLABLE,USD,21.42860031,42.85710144,600000000,FIXED,BBB,BBB,Baa1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ULFP,2/26/2014,Corporates,REIT,Real Estate,2/26/2024,2/19/2014,AT MATURITY,EUR,#N/A N/A,#N/A N/A,1025362500,FIXED,NR,BBB+,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
DBSSP,7/25/2017,Corporates,Bank,Banks,7/25/2022,7/17/2017,AT MATURITY,USD,27.27269936,54.54550171,500000000,FLOATING,AA-,#N/A N/A,Aa2,SINGAPORE,#N/A N/A,#N/A N/A,#N/A N/A
ULFP,4/15/2015,Corporates,REIT,Real Estate,3/14/2025,4/8/2015,AT MATURITY,EUR,#N/A N/A,#N/A N/A,530935000,FIXED,NR,BBB+,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
MUNHYP,11/8/2018,Corporates,Bank,Consumer Finance,12/13/2023,10/29/2018,AT MATURITY,EUR,8.333330154,#N/A N/A,569630000,FIXED,NR,#N/A N/A,Aaa,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
PRIFII,11/14/2018,Corporates,REIT,Real Estate,11/14/2030,10/31/2018,CALLABLE,EUR,#N/A N/A,#N/A N/A,338805000,FIXED,A-,A-,A3,LUXEMBOURG,#N/A N/A,#N/A N/A,#N/A N/A
SO,6/20/2016,Corporates,Utility,Utilities,6/20/2026,6/13/2016,AT MATURITY,EUR,#N/A N/A,#N/A N/A,565740000,FIXED,BBB+,BBB+,Baa1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
BRKHEC,2/1/2018,Corporates,Utility,Utilities,8/1/2048,1/29/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,700000000,FIXED,AA-,A+,Aa2,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
EQR,11/30/2018,Corporates,REIT,Real Estate,12/1/2028,11/28/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,400000000,FIXED,A-,A-,A3,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
IREIM,9/19/2018,Corporates,Industrial,Utilities,9/19/2025,9/12/2018,CALLABLE,EUR,40,60,584155000,FIXED,NR,#N/A N/A,#N/A N/A,ITALY,224.3410088,1125.557957,470.3343039
SUMIBK,10/11/2017,Corporates,Bank,Diversified Banks,10/11/2024,10/4/2017,AT MATURITY,EUR,6.666669846,46.66669846,592280000,FIXED,A,A-,A1,JAPAN,399.4550012,0.031930711,1.380245972
RESFER,11/9/2016,Governments,Industrial,Transportation & Logistics,11/9/2031,10/27/2016,AT MATURITY,EUR,#N/A N/A,#N/A N/A,984474000,FIXED,AA,#N/A N/A,Aa2,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
BCHINA,6/7/2018,Corporates,Industrial,Banks,6/7/2023,5/31/2018,AT MATURITY,USD,26.66670036,40,500000000,FLOATING,A,A,A1,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
XEL,6/21/2018,Corporates,Utility,Utilities,6/15/2048,6/14/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,350000000,FIXED,A,A,A1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
BHH,4/17/2018,Corporates,Financial,Consumer Finance,4/18/2028,4/9/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,617765000,FIXED,A,#N/A N/A,A2,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
SSELN,9/6/2017,Corporates,Industrial,Power Generation,9/6/2025,8/30/2017,CALLABLE,EUR,30,60,715602000,FIXED,BBB+,BBB+,Baa1,BRITAIN,308.4359222,1309.834449,464.3759856
FABUH,3/30/2017,Corporates,Bank,Banks,3/30/2022,3/27/2017,AT MATURITY,USD,0,66.66670227,587000000,FIXED,AA-,AA-,Aa3,UAE,555.0180502,1.12649628,6.903320688
ATRLJB,3/21/2017,Corporates,Industrial,Real Estate,3/21/2022,3/13/2017,AT MATURITY,SEK,33.33330154,66.66670227,125077700,FLOATING,NR,#N/A N/A,#N/A N/A,SWEDEN,76.68217258,5.683691328,47.45882259
BAC,5/17/2018,Corporates,Bank,Diversified Banks,5/17/2022,5/14/2018,CALLABLE,USD,35.29410172,94.11759949,2250000000,VARIABLE,A,A-,WR,UNITED STATES,336.9898752,7.584024238,3.338145655
BHH,5/5/2015,Corporates,Financial,Consumer Finance,5/5/2022,4/27/2015,AT MATURITY,EUR,#N/A N/A,#N/A N/A,560045000,FIXED,NR,#N/A N/A,Aaa,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
CHGDNU,9/11/2018,Corporates,Industrial,Utilities,9/11/2025,8/23/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,579405000,FIXED,A,#N/A N/A,A2,HONG KONG,#N/A N/A,#N/A N/A,#N/A N/A
INTNED,11/15/2018,Corporates,Bank,Banks,1/6/2026,11/8/2018,AT MATURITY,USD,33.33330154,100,1250000000,FIXED,A-,A-,Baa1,NETHERLANDS,59.25925926,0.568020449,0.273205382
MEXCAT,9/20/2017,Corporates,Industrial,Transportation & Logistics,4/30/2028,9/13/2017,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,1000000000,FIXED,BBB-,BBB,Baa3,MEXICO,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
KOHNPW,7/25/2018,Governments,Industrial,Power Generation,7/25/2023,7/18/2018,AT MATURITY,USD,#N/A N/A,#N/A N/A,600000000,FIXED,AA-,AA,Aa2,SOUTH KOREA,#N/A N/A,#N/A N/A,#N/A N/A
ENGIFP,5/19/2014,Corporates,Industrial,Power Generation,5/19/2026,5/12/2014,AT MATURITY,EUR,30.76919937,46.15380096,1782235000,FIXED,BBB+,BBB+,Baa1,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
BHH,10/24/2017,Corporates,Financial,Consumer Finance,10/25/2027,10/17/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,588200000,FIXED,A,#N/A N/A,A2,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
DKRED,9/26/2017,Corporates,Bank,Banks,9/26/2024,9/11/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,589110000,FIXED,NR,#N/A N/A,A2,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
FINPOW,11/23/2017,Corporates,Industrial,Utilities,11/23/2027,11/16/2017,AT MATURITY,EUR,40,60,118494000,FIXED,A+,AA-,#N/A N/A,FINLAND,75.41619109,166.0180335,277.6960859
NAB,3/7/2017,Corporates,Bank,Banks,9/7/2022,2/28/2017,AT MATURITY,EUR,40,90,528750000,FIXED,AA-,AA-,Aa3,AUSTRALIA,491.3484228,3.633289298,2.723322393
VORHYP,9/19/2017,Corporates,Bank,Banks,9/19/2022,9/12/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,359223000,FIXED,NR,#N/A N/A,A3,AUSTRIA,#N/A N/A,#N/A N/A,#N/A N/A
PENPW,10/27/2017,Corporates,Industrial,Renewable Energy,10/27/2022,9/22/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
NLCSP,6/26/2018,Corporates,Industrial,Financial Services,6/19/2028,6/5/2018,AT MATURITY,AUD,40,90,147960000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,AUSTRALIA,491.3484228,3.633289298,2.723322393
NTPCIN,8/10/2016,Corporates,Industrial,Power Generation,8/10/2021,8/3/2016,AT MATURITY,INR,0,50,299596000,FIXED,BBB-,BBB-,#N/A N/A,INDIA,#N/A N/A,#N/A N/A,#N/A N/A
BRKHEC,2/1/2017,Corporates,Utility,Utilities,8/1/2047,1/23/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,475000000,FIXED,AA-,A+,Aa2,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
MFCCN,5/9/2018,Corporates,Insurance,Life Insurance,5/9/2028,5/7/2018,CALLABLE,CAD,42.85710144,92.85710144,466959000,VARIABLE,A-,A-,#N/A N/A,CANADA,#N/A N/A,#N/A N/A,#N/A N/A
SSELN,9/4/2018,Corporates,Industrial,Power Generation,9/4/2027,8/28/2018,CALLABLE,EUR,30,60,752687000,FIXED,BBB+,BBB+,Baa1,BRITAIN,308.4359222,1309.834449,464.3759856
GFCFP,6/30/2017,Corporates,REIT,Real Estate,6/30/2027,6/27/2017,CALLABLE,EUR,45.45449829,63.63639832,798875000,FIXED,A-,A-,A3,FRANCE,#N/A N/A,18.46277652,28.74698792
BPCEGP,12/14/2015,Corporates,Bank,Banks,12/14/2022,12/2/2015,AT MATURITY,EUR,#N/A N/A,#N/A N/A,330450000,FIXED,A,A,A1,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
HERIM,7/4/2014,Corporates,Industrial,Utilities,7/4/2024,6/26/2014,AT MATURITY,EUR,40,86.66670227,679630000,FIXED,BBB,BBB+,Baa2,ITALY,134.3274208,145.5290226,112.0879068
ENGIFP,9/28/2017,Corporates,Industrial,Power Generation,2/28/2029,9/19/2017,CALLABLE,EUR,30.76919937,46.15380096,883800000,FIXED,BBB+,BBB+,Baa1,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
CHEVBK,9/19/2018,Corporates,Industrial,Banks,9/19/2021,9/13/2018,AT MATURITY,USD,9.090909958,45.45449829,300000000,FLOATING,NR,#N/A N/A,#N/A N/A,CHINA,614.7417785,0.263949936,1.451815829
ENGIFP,3/27/2017,Corporates,Industrial,Power Generation,3/27/2024,3/15/2017,CALLABLE,EUR,30.76919937,46.15380096,760466000,FIXED,BBB+,BBB+,Baa1,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
GFCFP,1/20/2015,Corporates,REIT,Real Estate,1/20/2025,1/12/2015,CALLABLE,EUR,45.45449829,63.63639832,577385000,FIXED,A-,A-,A3,FRANCE,#N/A N/A,18.46277652,28.74698792
FASTIG,8/30/2018,Corporates,REIT,Real Estate,6/30/2021,8/23/2018,AT MATURITY,SEK,66.66670227,55.55559921,60244250,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
TENN,6/13/2016,Corporates,Industrial,Utilities,6/13/2036,6/6/2016,CALLABLE,EUR,60,100,564200000,FIXED,A-,A-,A3,NETHERLANDS,10314.14184,484.9452931,563.9551256
TENN,6/26/2017,Corporates,Industrial,Utilities,6/26/2025,6/12/2017,CALLABLE,EUR,60,100,559380000,FIXED,A-,A-,A3,NETHERLANDS,10314.14184,484.9452931,563.9551256
GFCFP,3/14/2018,Corporates,REIT,Real Estate,3/14/2030,3/7/2018,CALLABLE,EUR,45.45449829,63.63639832,618755000,FIXED,A-,A-,A3,FRANCE,#N/A N/A,18.46277652,28.74698792
LATVEN,6/10/2015,Corporates,Industrial,Utilities,6/10/2022,6/2/2015,AT MATURITY,EUR,#N/A N/A,#N/A N/A,113039000,FIXED,NR,#N/A N/A,Baa2,LATVIA,#N/A N/A,#N/A N/A,#N/A N/A
KRC,11/29/2018,Corporates,Industrial,Real Estate,12/15/2028,11/14/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,400000000,FIXED,BBB,BBB,Baa2,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
GFCFP,9/26/2017,Corporates,REIT,Real Estate,1/26/2028,9/19/2017,CALLABLE,EUR,45.45449829,63.63639832,824754000,FIXED,A-,A-,A3,FRANCE,#N/A N/A,18.46277652,28.74698792
PRIFII,3/15/2018,Corporates,REIT,Real Estate,3/15/2028,2/21/2018,CALLABLE,EUR,#N/A N/A,#N/A N/A,370053000,FIXED,A-,A-,A3,LUXEMBOURG,#N/A N/A,#N/A N/A,#N/A N/A
BHH,10/22/2018,Corporates,Financial,Consumer Finance,10/22/2025,10/10/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,573445000,FIXED,NR,#N/A N/A,Aaa,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
ICBCAS,6/21/2018,Corporates,Bank,Banks,6/21/2023,6/13/2018,AT MATURITY,USD,16.66670036,41.66669846,200000000,FLOATING,NR,#N/A N/A,A1,HONG KONG,#N/A N/A,#N/A N/A,#N/A N/A
REG,5/16/2014,Corporates,REIT,Real Estate,6/15/2024,5/13/2014,CALLABLE,USD,#N/A N/A,#N/A N/A,250000000,FIXED,BBB+,BBB+,Baa1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
MEXCAT,9/29/2016,Corporates,Industrial,Transportation & Logistics,10/31/2026,9/22/2016,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,1000000000,FIXED,BBB-,BBB,Baa3,MEXICO,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
DBSSP,7/25/2017,Corporates,Bank,Banks,7/25/2022,7/17/2017,AT MATURITY,USD,27.27269936,54.54550171,500000000,FLOATING,AA-,#N/A N/A,Aa2,SINGAPORE,#N/A N/A,#N/A N/A,#N/A N/A
STAREN,4/24/2018,Corporates,Industrial,Power Generation,4/24/2033,4/17/2018,CALL/SINK,USD,25,50,580000000,FIXED,BB-,#N/A N/A,Ba3,BRITISH VIRGIN,334.2539519,1493.250277,1196.122169
LUCSHI,11/5/2018,Corporates,Industrial,Transportation & Logistics,11/5/2030,10/22/2018,CALLABLE,EUR,#N/A N/A,#N/A N/A,569755000,FIXED,A,A,A1,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
SEB,2/17/2017,Corporates,Bank,Banks,2/17/2022,2/10/2017,AT MATURITY,EUR,54.54550171,54.54550171,530715000,FIXED,AA-,A+,Aa2,SWEDEN,119.3570795,0.115347852,0.498258068
DHY,11/23/2017,Corporates,Financial,Consumer Finance,11/23/2023,10/25/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,592470000,FIXED,NR,#N/A N/A,Aa1,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
CENNZ,2/23/2017,Corporates,Industrial,Power Generation,11/15/2022,2/13/2017,AT MATURITY,NZD,42.85710144,100,72281500,FIXED,NR,BBB,#N/A N/A,NEW ZEALAND,#N/A N/A,445.8099601,987.0824385
RESFER,3/30/2017,Governments,Industrial,Transportation & Logistics,3/30/2034,3/22/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,1070390000,FIXED,AA,AA,Aa2,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
NERGEN,2/13/2017,Corporates,Industrial,Renewable Energy,2/13/2022,2/6/2017,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,475000000,FIXED,NR,#N/A N/A,WR,MAURITIUS,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SO,11/17/2015,Corporates,Utility,Utilities,12/1/2025,11/12/2015,CALLABLE,USD,#N/A N/A,#N/A N/A,500000000,FIXED,BBB+,BBB+,Baa1,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
PAPREC,3/29/2018,Corporates,Industrial,Waste & Environment Services & Equipment,3/31/2025,3/15/2018,CALLABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,706715250,FIXED,B,B+,B2,FRANCE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
INDUBK,11/20/2018,Corporates,Industrial,Banks,11/20/2021,11/13/2018,AT MATURITY,USD,0,38.46149826,600000000,FLOATING,NR,#N/A N/A,Baa2,CHINA,#N/A N/A,0.138510749,0.862150945
BRKHEC,6/27/2013,Corporates,Industrial,Utilities,6/30/2035,6/20/2013,SINKABLE,USD,#N/A N/A,#N/A N/A,1000000000,FIXED,BBB-,BBB,Baa2,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TENN,6/13/2016,Corporates,Industrial,Utilities,6/13/2026,6/6/2016,CALLABLE,EUR,60,100,564200000,FIXED,A-,A-,A3,NETHERLANDS,10314.14184,484.9452931,563.9551256
SUFP,10/13/2015,Corporates,Industrial,Electrical Equipment Manufacturing,10/13/2025,10/7/2015,AT MATURITY,EUR,42.85710144,57.14289856,341694000,FIXED,A-,A-,A3,FRANCE,516.0698411,20.95417044,3.591331894
IREIM,10/24/2017,Corporates,Industrial,Utilities,10/24/2027,10/17/2017,CALLABLE,EUR,40,60,588200000,FIXED,NR,#N/A N/A,#N/A N/A,ITALY,224.3410088,1125.557957,470.3343039
GRNKEN,7/24/2017,Corporates,Industrial,Utilities,7/24/2024,7/17/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,650000000,FIXED,NR,#N/A N/A,WR,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
ENGIFP,3/27/2017,Corporates,Industrial,Power Generation,3/27/2028,3/15/2017,CALLABLE,EUR,30.76919937,46.15380096,869104000,FIXED,BBB+,BBB+,Baa1,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ONTPOW,6/22/2018,Corporates,Industrial,Power Generation,6/22/2048,6/20/2018,CALLABLE,CAD,33.33330154,83.33329773,337854150,FIXED,BBB+,BBB+,A3,CANADA,#N/A N/A,218.9200081,101.7322097
RABOBK,10/11/2016,Corporates,Bank,Banks,10/11/2021,10/4/2016,AT MATURITY,EUR,37.5,100,553450000,FIXED,AA-,A+,Aa2,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
HITCAP,12/15/2017,Corporates,Industrial,Commercial Finance,12/15/2022,12/8/2017,AT MATURITY,USD,0,22.22220039,100000000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,HONG KONG,#N/A N/A,#N/A N/A,#N/A N/A
NAB,12/16/2014,Corporates,Bank,Banks,12/16/2021,12/4/2014,AT MATURITY,AUD,40,90,246495000,FIXED,AA-,AA-,Aa3,AUSTRALIA,491.3484228,3.633289298,2.723322393
CONGLO,12/18/2014,Corporates,Industrial,Renewable Energy,8/30/2034,12/15/2014,SINKABLE,USD,11.1111002,44.44440079,204000000,FIXED,NR,#N/A N/A,#N/A N/A,PERU,#N/A N/A,#N/A N/A,#N/A N/A
ZKB,5/8/2018,Corporates,Bank,Banks,5/8/2025,4/19/2018,AT MATURITY,CHF,#N/A N/A,#N/A N/A,324472850,FIXED,NR,#N/A N/A,#N/A N/A,SWITZERLAND,#N/A N/A,#N/A N/A,#N/A N/A
CBAAU,3/31/2017,Corporates,Bank,Banks,3/31/2022,3/28/2017,AT MATURITY,AUD,55.55559921,88.88890076,344070000,FIXED,A+,AA-,Aa3,AUSTRALIA,718.7079288,3.239152493,2.624021939
TENN,6/4/2015,Corporates,Industrial,Utilities,6/4/2027,5/28/2015,CALLABLE,EUR,60,100,564390000,FIXED,A-,A-,A3,NETHERLANDS,10314.14184,484.9452931,563.9551256
ENVENE,4/26/2018,Corporates,Industrial,Renewable Energy,4/26/2021,4/19/2018,AT MATURITY,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,300000000,FIXED,NR,#N/A N/A,#N/A N/A,BRITISH VIRGIN,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BCHINA,11/29/2018,Corporates,Industrial,Banks,11/29/2021,11/22/2018,AT MATURITY,JPY,26.66670036,40,264389400,FIXED,A,A,A1,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
IBESM,2/20/2017,Corporates,Financial,Utilities,2/20/2024,2/6/2017,AT MATURITY,EUR,35.71429825,71.4285965,265240000,FLOATING,BBB+,BBB+,Baa1,SPAIN,126.8402222,456.7204707,407.7356102
SKBKH,11/30/2016,Corporates,REIT,Real Estate,11/30/2021,11/21/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,32519400,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
LOTCOR,8/7/2018,Corporates,Industrial,Real Estate,8/7/2021,7/31/2018,AT MATURITY,USD,#N/A N/A,#N/A N/A,200000000,FLOATING,NR,#N/A N/A,Aa3,SOUTH KOREA,#N/A N/A,#N/A N/A,#N/A N/A
ICBCAS,6/21/2018,Corporates,Bank,Banks,6/21/2021,6/13/2018,AT MATURITY,USD,16.66670036,41.66669846,200000000,FLOATING,NR,#N/A N/A,WR,HONG KONG,#N/A N/A,#N/A N/A,#N/A N/A
INDUBK,11/20/2018,Corporates,Industrial,Banks,11/20/2021,11/13/2018,AT MATURITY,EUR,0,38.46149826,341286000,FLOATING,NR,#N/A N/A,Baa2,CHINA,#N/A N/A,0.138510749,0.862150945
